,index,train,test,forecast
759,2013-12-21 00:00:00,,64006.15,61444.594
760,2013-12-22 00:00:00,,59479.848,64300.99
761,2013-12-23 00:00:00,,59522.74,59309.086
762,2013-12-24 00:00:00,,58067.168,60398.7
763,2013-12-25 00:00:00,,61101.24,58645.383
764,2013-12-26 00:00:00,,60284.848,61739.83
765,2013-12-27 00:00:00,,60749.06,60310.566
766,2013-12-28 00:00:00,,62730.89,61120.59
767,2013-12-29 00:00:00,,57250.29,63027.89
768,2013-12-30 00:00:00,,58605.62,57299.074
769,2013-12-31 00:00:00,,61163.0,59715.73
770,2014-01-01 00:00:00,,64330.11,61618.805
771,2014-01-02 00:00:00,,58194.84,64215.38
772,2014-01-03 00:00:00,,57479.258,57922.26
773,2014-01-04 00:00:00,,56131.37,58588.598
774,2014-01-05 00:00:00,,56509.66,56911.723
775,2014-01-06 00:00:00,,57157.21,57167.58
776,2014-01-07 00:00:00,,58618.008,57606.277
777,2014-01-08 00:00:00,,64820.13,58957.11
778,2014-01-09 00:00:00,,57754.66,64933.91
779,2014-01-10 00:00:00,,57586.027,57177.89
780,2014-01-11 00:00:00,,56830.22,58700.26
781,2014-01-12 00:00:00,,55616.61,57569.65
782,2014-01-13 00:00:00,,56551.36,56186.664
783,2014-01-14 00:00:00,,58633.48,57176.266
784,2014-01-15 00:00:00,,53910.91,58987.113
785,2014-01-16 00:00:00,,57874.56,54112.734
786,2014-01-17 00:00:00,,57671.688,58810.098
787,2014-01-18 00:00:00,,56392.13,57775.36
788,2014-01-19 00:00:00,,57338.3,56717.836
789,2014-01-20 00:00:00,,57825.27,57969.758
790,2014-01-21 00:00:00,,58894.098,58204.883
791,2014-01-22 00:00:00,,64526.64,59239.246
792,2014-01-23 00:00:00,,59568.617,64714.312
793,2014-01-24 00:00:00,,57450.09,59024.926
794,2014-01-25 00:00:00,,59770.93,58273.76
795,2014-01-26 00:00:00,,59162.008,60704.83
796,2014-01-27 00:00:00,,60013.117,59364.816
797,2014-01-28 00:00:00,,59243.83,60431.777
798,2014-01-29 00:00:00,,60994.73,59571.668
799,2014-01-30 00:00:00,,56975.34,61482.004
800,2014-01-31 00:00:00,,56043.8,57188.72
801,2014-02-01 00:00:00,,57543.54,56966.406
802,2014-02-02 00:00:00,,57719.168,58280.355
803,2014-02-03 00:00:00,,55300.48,58010.305
804,2014-02-04 00:00:00,,58297.7,55694.105
805,2014-02-05 00:00:00,,61441.94,59045.09
806,2014-02-06 00:00:00,,56715.117,61542.785
807,2014-02-07 00:00:00,,57641.18,56631.02
808,2014-02-08 00:00:00,,58757.55,58603.566
809,2014-02-09 00:00:00,,56755.97,59273.93
810,2014-02-10 00:00:00,,59450.9,57041.9
811,2014-02-11 00:00:00,,57670.668,60127.945
812,2014-02-12 00:00:00,,58119.27,57845.98
813,2014-02-13 00:00:00,,55073.5,58705.79
814,2014-02-14 00:00:00,,54006.53,55562.08
815,2014-02-15 00:00:00,,53458.52,54812.082
816,2014-02-16 00:00:00,,52932.62,54092.668
817,2014-02-17 00:00:00,,52632.7,53382.305
818,2014-02-18 00:00:00,,53945.87,53026.59
819,2014-02-19 00:00:00,,57379.09,54269.766
820,2014-02-20 00:00:00,,51994.55,57504.246
821,2014-02-21 00:00:00,,51423.508,52033.066
822,2014-02-22 00:00:00,,50943.31,52239.902
